numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	lexicalDiversity	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	avgDistanceNeighbouringPointsEuc	minDistanceNeighbouringPointsEuc	maxDistanceNeighbouringPointsEuc	indexDistanceNeighbouringPointsEuc	avgDistanceNeighbouringPointsCos	minDistanceNeighbouringPointsCos	maxDistanceNeighbouringPointsCos	indexDistanceNeighbouringPointsCos	avgDistanceAnyPointsEuc	maxDistanceAnyPointsEuc	avgDistanceAnyPointsCos	maxDistanceAnyPointsCos	clarkEvansNearestNeighbour	avgDistanceNearestNeighbour	cumulativeFrequencyDistribution	avgDistanceCentroidEuc	minDistanceCentroidEuc	maxDistanceCentroidEuc	indexDistanceCentroidEuc	avgDistanceCentroidCos	minDistanceCentroidCos	maxDistanceCentroidCos	indexDistanceCentroidCos	standardDistance	relativeDistance	determinantDistanceMatrix	moransI	gearysC	getissG	score
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous
																																																																																																								class
1875.0	1538.0	166.0	0.34841628959276016	0.21266968325791855	1.0	4.357466063348416	16.0	0.1875	0.3125	18.0	10.375	117.0	0.0	12.101807228915662	62.2694352409639	7.151430722891568	9.85832891566265	10.0	10.270032843473604	38.68825301204819	77.23158461105297	2.260869565217391	1.4188034188034189	0.7048192771084337	9.080961150764095	284.7988608045568	185.96440865502828	0.4578313253012048	2.8717569451134315	0.3888888888888889	5.571428571428571	0.19879518072289157	0.0	0.0	0.0	0.0	0.0	2.0	31.0	2.0	0.0	0.0	3.0	83.0	4.0	6.0	0.0	0.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2.0	9.0	0.0	11.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	6.0	0.15913469281767856	5.636363636363637	0.2841348751281614	0.5285752687412932	0.44528584116362546	0.6041845012244391	0.7370030847550874	0.14119359786478372	0.0991397401703985	0.18251945575991235	0.5431735469385125	1.0887594230751974	1.3821039085821911	0.6314187713451097	0.9551056070590848	4.235383725931452	0.49914475892221266	0.6666666666666666	0.7713578126118272	0.7188311455477897	0.8456426171804926	0.8500412951566791	0.3646575338566026	0.30199704825378126	0.4581279782281268	0.6591980027541574	0.7722305036158738	0.913187779242505	-0.16542635238290276	0.7279675545010847	0.23793238721263268	0.8774202675436764	8.0
2288.0	1870.0	226.0	0.3125	0.2647058823529412	4.0	4.676470588235294	20.0	0.0	0.2	27.0	11.3	141.0	0.0	12.838584070796461	47.87700442477876	9.388681415929206	11.043971150442477	10.0	11.792908689023552	43.15840707964602	64.95267222445018	2.1194029850746268	1.6028368794326242	0.6238938053097345	9.379180483852124	346.4023167743373	140.75044247787608	0.415929203539823	3.9911406314264357	0.5277777777777778	6.565217391304348	0.25663716814159293	0.0	9.0	2.0	0.0	1.0	7.0	27.0	0.0	1.0	0.0	4.0	104.0	8.0	5.0	0.0	0.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	18.0	7.0	16.0	2.0	14.0	1.0	0.0	0.0	0.0	22.0	0.0	1.0	9.0	0.15991691932650112	5.954545454545455	0.2722956818457468	0.5081091160908775	0.38687724961508096	0.6021017430078263	0.6425446431734582	0.1301691857560644	0.07483700313486474	0.1812632544665309	0.41286361847090697	1.1084788335955638	1.3661990295480722	0.6480081947962698	0.933249894169047	4.6721168122296035	0.4871018497541319	0.4782608695652174	0.7864068773094672	0.7223242635818196	0.8986222737245795	0.8038129976324248	0.38342391017596295	0.3038866192259728	0.5356257782618595	0.5673487564622163	0.7872953228981496	0.8761137420231021	0.039246270204293325	0.7362799282570173	0.2222104943300761	0.860991971917295	9.0
1541.0	1263.0	136.0	0.29411764705882354	0.27647058823529413	1.0	4.894117647058824	14.0	0.07142857142857142	0.21428571428571427	15.0	9.714285714285714	95.0	0.0	12.70924369747899	39.59411764705885	10.150042016806726	10.968402100840336	12.0	11.899873341045815	44.273109243697476	69.6951940588986	3.3793103448275863	1.431578947368421	0.6985294117647058	8.14618279426917	435.9376886849414	137.57621951219508	0.5294117647058824	3.2584731177076676	0.4166666666666667	5.631578947368421	0.19852941176470587	0.0	2.0	0.0	0.0	0.0	0.0	22.0	0.0	1.0	0.0	1.0	74.0	9.0	5.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	9.0	1.0	8.0	1.0	0.0	0.0	0.0	8.0	0.0	2.0	7.0	0.18384490918446292	7.409090909090909	0.3997743806370285	0.47904016494207274	0.2994434370475639	0.5967314571065231	0.501806019242773	0.118722961059273	0.044833185995429514	0.178044215950237	0.25180928094828026	0.9364158790129513	1.3017429344907645	0.4739218949433362	0.8472673337483133	3.128528049442923	0.4338487807305306	0.5384615384615384	0.6553037753589344	0.5745006745423176	0.8721438139826623	0.6587224094600278	0.2499775767105891	0.1783694912866859	0.4654167807065235	0.383246798742222	0.6614124012770547	0.7583753856565256	0.0929784080685952	0.6471989375219723	0.27572262242488127	0.8515236309267612	7.0
3165.0	2642.0	306.0	0.28388746803069054	0.30434782608695654	1.0	4.9411764705882355	27.0	0.037037037037037035	0.18518518518518517	17.0	11.333333333333334	197.0	0.0	15.383006535947713	34.14931372549023	11.31169934640523	12.919254248366014	13.0	12.586655827074043	50.22222222222223	77.2152055333527	3.1	1.5532994923857868	0.6437908496732027	11.26174042435808	213.03994848968395	227.47375127421	0.45098039215686275	6.288281455225325	0.5833333333333334	4.743589743589744	0.1830065359477124	0.0	0.0	1.0	0.0	1.0	3.0	53.0	1.0	2.0	0.0	9.0	159.0	17.0	27.0	0.0	0.0	1.0	1.0	0.0	12.0	1.0	0.0	0.0	3.0	0.0	0.0	17.0	10.0	5.0	6.0	17.0	1.0	0.0	0.0	0.0	48.0	1.0	4.0	10.0	0.18475195124224464	6.318181818181818	0.28248260002277625	0.5235758280809942	0.40187681231371625	0.6579396261728058	0.6108110779881262	0.13872010348308392	0.08075248613771746	0.2164422758442055	0.37309017299301944	1.215403029080482	1.406963117595503	0.7669530312842493	0.9897726071370287	5.783370897198282	0.4887840520440206	0.42857142857142855	0.8628805376193504	0.8286847414371229	0.9298467936953934	0.8912056771672754	0.4950644472145687	0.4373128326562019	0.613470619599052	0.7128504914253561	0.8631570468537407	0.9282787795862432	0.01153986716813947	0.7702457586070286	0.20100495785462483	0.8890134130554552	10.0
2569.0	2105.0	226.0	0.302491103202847	0.2526690391459075	1.0	4.761565836298932	30.0	0.0	0.06666666666666667	16.0	7.533333333333333	132.0	0.0	12.039882005899706	45.33645427728615	8.80729203539823	8.970728554572272	10.0	10.4301	38.94926253687316	57.30841217826699	2.6862745098039214	1.7121212121212122	0.584070796460177	8.780509389138158	423.28042328042324	115.23592543777069	0.37168141592920356	2.993355473569827	0.4722222222222222	5.451612903225806	0.168141592920354	0.0	5.0	4.0	0.0	0.0	3.0	27.0	1.0	0.0	0.0	12.0	113.0	10.0	4.0	0.0	0.0	1.0	0.0	0.0	13.0	0.0	0.0	0.0	1.0	0.0	0.0	19.0	0.0	5.0	2.0	11.0	1.0	0.0	0.0	0.0	12.0	0.0	0.0	8.0	0.19283652559235384	5.954545454545455	0.27186729579881885	0.4801216956975151	0.3480330085578093	0.6278884828451369	0.5542911170798598	0.11801603992153122	0.06056348752289997	0.19712197344478344	0.30723864247363897	1.1416219120246842	1.414213562373095	0.6934044013100856	1.0	4.325435615128506	0.4414629238469301	0.5416666666666666	0.8132290909742488	0.7127590320836855	0.9427656314118744	0.7560299276250304	0.4207872163492062	0.28570118418993284	0.6144073252685898	0.4650028937481138	0.8151763927246046	0.8646649448854072	-0.012503937298490026	0.7394906100959787	0.21516995745382234	0.8999869623381422	8.0
1276.0	1031.0	111.0	0.33093525179856115	0.2446043165467626	4.0	4.532374100719425	15.0	0.06666666666666667	0.06666666666666667	12.0	7.4	91.0	0.0	11.248288288288288	52.988864864864865	7.706810810810811	9.835882342342343	8.0	10.047579312681364	38.030630630630625	113.9789437260796	1.575	1.2197802197802199	0.8198198198198198	8.637337761347741	132.8719723183391	259.24752252252244	0.5855855855855856	3.227137185558497	0.3888888888888889	4.523809523809524	0.2702702702702703	0.0	0.0	0.0	0.0	0.0	2.0	26.0	0.0	1.0	0.0	0.0	42.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	3.0	4.0	6.0	6.0	1.0	0.0	0.0	0.0	16.0	0.0	1.0	9.0	0.0884831232056035	5.272727272727273	0.1686989094290045	0.5319115439606245	0.29222599260593324	0.6136953183354718	0.47617438796590295	0.14536678719699056	0.04269801537726148	0.18831097187343815	0.2267420477547021	1.0070462387555186	1.4089495914779413	0.5563475708423803	0.9925694756629291	3.122294275546125	0.4936780718015562	0.2	0.7006731064797567	0.5522835445045927	0.8356727868837638	0.6608849219131165	0.29339743402542195	0.15492093418588793	0.43324704857313145	0.3575810491868533	0.7076106371148911	0.8467556299799849	-0.5403897748070392	0.598028402290885	0.3102795337787608	0.8826592781975486	8.0
2808.0	2310.0	258.0	0.3088235294117647	0.22647058823529412	1.0	4.564705882352941	30.0	0.03333333333333333	0.0	20.0	8.6	156.0	0.0	10.261705426356588	44.31762790697675	9.214387596899225	10.611625891472869	10.0	10.355215969177355	38.44496124031007	64.02663331782112	1.9743589743589745	1.6538461538461537	0.6046511627906976	9.71213577928917	334.22222222222223	157.20930232558135	0.3992248062015504	3.9222086800975493	0.5277777777777778	5.833333333333333	0.18992248062015504	1.0	4.0	1.0	0.0	0.0	3.0	33.0	0.0	0.0	0.0	9.0	124.0	8.0	5.0	0.0	0.0	4.0	0.0	0.0	28.0	0.0	0.0	1.0	0.0	0.0	0.0	17.0	5.0	12.0	2.0	10.0	3.0	0.0	0.0	0.0	8.0	0.0	0.0	11.0	0.1589260699904682	7.954545454545454	0.3462862391240842	0.510008909311234	0.28487888126528205	0.6247585963048256	0.4559823313360013	0.13296321132542377	0.040577988495479445	0.19516165182838785	0.2079198864906156	1.1770091889083554	1.3992117337106098	0.7239516867761694	0.9788967378767253	5.19516180071947	0.4742512180238687	0.36666666666666664	0.835987249694558	0.7839419145770067	0.8834420282770933	0.8873722207962714	0.4521131174080094	0.3743096134715439	0.5257139426925728	0.7120024467192662	0.83655242745666	0.9469239640863832	-0.010394122621567243	0.7720259959990147	0.20540804124253192	0.8568652671996057	10.0
2724.0	2243.0	260.0	0.3652173913043478	0.19710144927536233	1.0	4.385507246376812	39.0	0.10256410256410256	0.0	12.0	6.666666666666667	141.0	0.0	10.820512820512821	52.018333333333345	7.660000000000004	8.582705128205127	8.0	9.788737146502573	32.820512820512825	53.26323759956238	2.175675675675676	1.8439716312056738	0.5423076923076923	8.744448788539197	537.6222511165131	110.84267937944406	0.3346153846153846	2.7907815282571904	0.4166666666666667	4.826086956521739	0.23461538461538461	0.0	3.0	0.0	0.0	0.0	1.0	39.0	5.0	0.0	0.0	0.0	125.0	14.0	7.0	0.0	0.0	1.0	0.0	0.0	13.0	0.0	0.0	0.0	2.0	0.0	0.0	18.0	5.0	9.0	5.0	24.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	9.0	0.41054421346331493	7.863636363636363	0.4226711242877268	0.47885119064575293	0.2831379205065771	0.5804134685168844	0.4878210721575296	0.11681551811003166	0.040083541014394375	0.16843989721789987	0.23796939844092208	1.141879076702855	1.4142135623730947	0.6879418303162775	1.0	4.899275278756384	0.4472405976003804	0.4666666666666667	0.8151235155374966	0.7663235761341793	0.8485056082181985	0.9031449747791348	0.42121717023774935	0.3540429136471851	0.4686886296346233	0.7553904474345519	0.815481720195126	0.9610799413660681	-0.0017971122581537187	0.7635988856547359	0.20714810126524993	0.8722014164685516	10.0
