numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	lexicalDiversity	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	avgDistanceNeighbouringPointsEuc	minDistanceNeighbouringPointsEuc	maxDistanceNeighbouringPointsEuc	indexDistanceNeighbouringPointsEuc	avgDistanceNeighbouringPointsCos	minDistanceNeighbouringPointsCos	maxDistanceNeighbouringPointsCos	indexDistanceNeighbouringPointsCos	avgDistanceAnyPointsEuc	maxDistanceAnyPointsEuc	avgDistanceAnyPointsCos	maxDistanceAnyPointsCos	clarkEvansNearestNeighbour	avgDistanceNearestNeighbour	cumulativeFrequencyDistribution	avgDistanceCentroidEuc	minDistanceCentroidEuc	maxDistanceCentroidEuc	indexDistanceCentroidEuc	avgDistanceCentroidCos	minDistanceCentroidCos	maxDistanceCentroidCos	indexDistanceCentroidCos	standardDistance	relativeDistance	determinantDistanceMatrix	moransI	gearysC	getissG	consistencyErrors	semanticErrors	sumErrors	score
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous
																																																																																																								class
754.0	616.0	69.0	0.38	0.18	1.0	4.11	8.0	0.25	0.125	27.0	8.625	55.0	0.0	8.667391304347825	66.88932065217392	6.072300724637682	12.073720289855073	9.0	8.841846274778883	34.711956521739125	81.15405568151044	3.0	1.2545454545454546	0.7971014492753623	6.621221919717306	299.88465974625143	156.57349896480332	0.5797101449275363	3.3708038864015375	0.3611111111111111	5.428571428571429	0.2318840579710145	0.0	2.0	0.0	0.0	0.0	1.0	7.0	1.0	0.0	0.0	2.0	38.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	1.0	3.0	0.12001548725506853	6.0	0.18606359747900936	0.9562650885886074	0.8452814436785441	1.1211234336955784	0.7539593039209147	0.4611804163964307	0.3572503595136417	0.6284588767906819	0.5684546319689101	1.2588001917986906	1.4142135623730951	0.8064614900902176	1.0	5.764680070729373	0.9114759502842684	0.7	0.8505556777747969	0.7842812717904883	0.9404908208985674	0.8339063543875604	0.4763735502108359	0.3706510185812073	0.6279201758417299	0.5902836584034713	0.8519479685292969	0.9058546341954996	-40.21678438949831	0.30501970166676196	0.6069891754415374	0.9178039778160072	1	0	1	2.0
905.0	739.0	82.0	0.24752475247524752	0.2376237623762376	4.0	4.841584158415841	7.0	0.0	0.2857142857142857	21.0	11.714285714285714	70.0	0.0	12.978397212543554	48.44256097560978	9.412717770034842	10.572040766550522	12.0	10.914260884657427	40.98257839721254	124.92256954577954	1.6923076923076923	1.1714285714285715	0.8536585365853658	7.730206825239257	133.14967860422405	251.47357723577232	0.6585365853658537	2.9816512040208565	0.3888888888888889	7.125	0.24390243902439024	0.0	0.0	0.0	0.0	0.0	1.0	17.0	0.0	0.0	0.0	2.0	34.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	4.0	1.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.13708436238838265	6.0	0.19489707846968454	0.9756566867708459	0.8142990485305084	1.170525104773486	0.6956698709064317	0.4821869945875734	0.3315414702188457	0.6850645104524903	0.48395656928697134	1.2775644643890847	1.4142135623730951	0.8303756436847382	1.0	5.784464446944456	0.9146041348305346	0.6	0.8636182695676318	0.783671026548336	0.9307383206795277	0.8419885687914745	0.4973451276633879	0.3648508370522514	0.615652686995505	0.5926244532981552	0.8644871770687315	0.9288187215044219	-47.66351980168067	0.3223675193684217	0.5952966451981642	0.9526196865916677	2	0	2	2.0
652.0	544.0	64.0	0.2962962962962963	0.2222222222222222	6.0	4.654320987654321	6.0	0.0	0.0	20.0	10.666666666666666	53.0	0.0	10.516666666666666	50.602083333333354	8.85125	10.826972916666668	11.0	9.2995712137729	38.791666666666664	93.7773188289062	2.764705882352941	1.2075471698113207	0.828125	6.625	338.54166666666663	161.59730113636363	0.625	2.625	0.3611111111111111	6.166666666666667	0.203125	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	3.0	33.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	9.0	1.0	10.0	2.0	0.32237015065729135	6.0	0.30911426818807103	0.9635321695093263	0.8326949417238364	1.213214787888918	0.6863540982489887	0.47107496683888156	0.3466904329862318	0.7359450607761762	0.4710819481831826	1.2420883849511644	1.4142135623730951	0.7871106243124639	1.0	5.093374551307339	0.900389921088102	0.5	0.8283621199517829	0.7688055003181614	0.9275295224713733	0.8288744257645873	0.4420768836778726	0.3545559546314755	0.5958518517359246	0.5950404510761025	0.8298926414141806	0.8947344761630419	-22.903519719231134	0.26156243596085393	0.6109922042181212	0.9274636563934539	0	0	0	3.0
396.0	326.0	30.0	0.2564102564102564	0.15384615384615385	6.0	4.666666666666667	3.0	0.0	0.3333333333333333	46.0	10.0	24.0	0.0	6.666666666666668	52.86500000000001	8.370000000000001	14.132833333333334	11.0	7.793537801064561	30.0	53.52430075218577	1.5454545454545454	1.25	0.8	4.381780460041329	1111.111111111111	62.40000000000003	0.5666666666666667	2.37346441585572	0.3333333333333333	4.75	0.36666666666666664	0.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	1.0	8.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	0.06115677951678587	5.8	0.045839639671903715	0.8163630903044062	0.723142283733129	0.9810110973563628	0.7371397588486605	0.3400411692677614	0.2614673812613826	0.4811913865681675	0.5433750240754612	0.9811266266860343	1.1754245000448786	0.49839771875110567	0.6908113776528764	3.1722315546463484	0.7930578886615871	0.75	0.603292205010497	0.46637528102703035	0.7307812424015858	0.6381872631190818	0.20867092121123793	0.10991782941944195	0.30992016092573826	0.3546649856244105	0.611390455489231	0.8366258190754902	-2.3938654535738	-0.05636674454386591	0.7330562161341209	0.943825125474008	0	0	0	1.0
685.0	559.0	56.0	0.2318840579710145	0.2898550724637681	4.0	5.0144927536231885	8.0	0.0	0.0	22.0	7.0	49.0	0.0	12.085714285714287	35.0621428571429	10.107857142857146	9.622985714285715	11.0	10.411451182825502	42.714285714285715	123.34739848299293	2.066666666666667	1.1428571428571428	0.875	6.547900426854397	232.09876543209876	211.3125	0.6964285714285714	2.4053511772118195	0.2222222222222222	6.375	0.16071428571428573	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	27.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	2.0	1.0	0.11555650216361539	6.0	0.32976704985287264	1.000939546087061	0.9058075917327632	1.1465762944564128	0.7900107442585866	0.5041934857773511	0.410243696620354	0.6573185995046993	0.624116976044006	1.2395372943720393	1.3970838868071307	0.7812511694050628	0.9759216933880599	5.079309955811566	0.9598993553494198	0.7142857142857143	0.8174936477689366	0.7562372217848181	0.8767181672935692	0.8625773367048204	0.4252338384090916	0.3402000190844884	0.5113478896421547	0.6653005243114684	0.8183177008289958	0.9333874115499902	18.996970499338538	0.1829999100845093	0.6822221549849546	0.9340686054247814	2	2	4	3.0
817.0	668.0	73.0	0.23863636363636365	0.2159090909090909	4.0	4.75	6.0	0.0	0.3333333333333333	11.0	12.166666666666666	58.0	0.0	10.894063926940639	40.3515867579909	10.653630136986305	8.349692694063927	11.0	12.161744961471694	38.194063926940636	82.15580776327245	3.125	1.2586206896551724	0.7945205479452054	6.788386537375573	298.3539094650206	135.17442922374423	0.6164383561643836	1.872658355138089	0.2777777777777778	6.428571428571429	0.1506849315068493	0.0	0.0	0.0	0.0	0.0	3.0	15.0	0.0	0.0	0.0	0.0	41.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	1.0	0.08280961782202398	6.0	0.13449577878176486	1.0179649173147731	0.9582612150237554	1.1360191853347497	0.8435255560771058	0.5199153819723743	0.45913227810940194	0.6452697947243144	0.7115353637551901	1.2611855522843416	1.3887147901429804	0.8061117619046291	0.9642643841809311	5.6510019394084265	0.9989654479635074	0.75	0.8392546921876864	0.7877595410616544	0.8995173888215011	0.8757579907307119	0.4571812380421533	0.37908639030044433	0.5527782847906595	0.685783795656891	0.8398498625745857	0.9336671786577817	-30.273527087256255	0.20527977429074787	0.6593088965808671	0.9245870182622837	2	0	2	3.0
1005.0	836.0	89.0	0.3445378151260504	0.2773109243697479	1.0	4.647058823529412	8.0	0.0	0.0	19.0	11.125	66.0	0.0	12.539887640449438	47.25548455056182	9.431896067415732	12.172007865168538	12.0	11.45678717892309	48.20365168539326	69.60847544541993	2.2083333333333335	1.3484848484848484	0.7415730337078652	6.995986008041976	407.9287561045677	126.61553492916467	0.47191011235955055	3.17999364001908	0.5	5.416666666666667	0.1797752808988764	2.0	6.0	0.0	0.0	1.0	1.0	11.0	2.0	1.0	0.0	1.0	42.0	1.0	6.0	0.0	0.0	3.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	9.0	1.0	0.14284574170958173	6.0	0.29887631697583583	0.9609094857913978	0.6389332636978904	1.1481581277973472	0.5564854249855241	0.47102543635278926	0.2041178577298185	0.6591335432135548	0.30967602822131857	1.245730563722969	1.4142135623730954	0.792151945845881	1.0	6.016905988092858	0.8684655729785207	0.3333333333333333	0.8496303538126702	0.715732377089505	0.9441380594112826	0.7580802086675756	0.47668296768790097	0.2723456015477552	0.6345771134284962	0.42917652683111296	0.8521380660973066	0.9025566309959557	-46.68491262460227	0.3514735247108964	0.6179379058178869	0.9202359522358844	1	0	1	3.0
1236.0	1025.0	112.0	0.2391304347826087	0.1956521739130435	6.0	4.949275362318841	10.0	0.0	0.2	11.0	11.2	75.0	0.0	11.265714285714287	40.618785714285735	10.376214285714283	9.831305714285715	12.0	10.793553405168563	35.30714285714286	57.847464902063884	1.8421052631578947	1.4933333333333334	0.6696428571428571	7.08683386892301	434.437611585003	93.6595077220077	0.4375	2.929224665821511	0.3888888888888889	5.230769230769231	0.21428571428571427	0.0	0.0	0.0	0.0	0.0	3.0	19.0	0.0	0.0	0.0	0.0	50.0	3.0	6.0	0.0	0.0	1.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	4.0	4.0	5.0	1.0	0.0	0.0	0.0	5.0	0.0	10.0	3.0	0.0	6.0	0.30475872938803156	0.9829231762774394	0.8157970652271188	1.1919755140714412	0.6844075701191157	0.4898880169175168	0.33276242581659	0.7104028130729383	0.46841372203635223	1.2813127343530668	1.4142135623730951	0.833410609793005	1.0	6.557293214454345	0.9093329581910472	0.46153846153846156	0.8759448843583109	0.7880224803531455	0.9441359876769371	0.8346493414493059	0.5196897891439213	0.3652867924419527	0.6467854235066686	0.5647727656901756	0.877098683927521	0.9289961354885302	99.64885165120677	0.34914678785654424	0.6105752877626548	0.9414603528764761	0	0	0	4.0
