numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	lexicalDiversity	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	avgDistanceNeighbouringPointsEuc	minDistanceNeighbouringPointsEuc	maxDistanceNeighbouringPointsEuc	indexDistanceNeighbouringPointsEuc	avgDistanceNeighbouringPointsCos	minDistanceNeighbouringPointsCos	maxDistanceNeighbouringPointsCos	indexDistanceNeighbouringPointsCos	avgDistanceAnyPointsEuc	maxDistanceAnyPointsEuc	avgDistanceAnyPointsCos	maxDistanceAnyPointsCos	clarkEvansNearestNeighbour	avgDistanceNearestNeighbour	cumulativeFrequencyDistribution	avgDistanceCentroidEuc	minDistanceCentroidEuc	maxDistanceCentroidEuc	indexDistanceCentroidEuc	avgDistanceCentroidCos	minDistanceCentroidCos	maxDistanceCentroidCos	indexDistanceCentroidCos	standardDistance	relativeDistance	determinantDistanceMatrix	moransI	gearysC	getissG	score
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous
																																																																																																								class
484.0	394.0	44.0	0.42857142857142855	0.26785714285714285	1.0	4.25	3.0	0.0	0.3333333333333333	52.0	14.666666666666666	28.0	0.0	15.866666666666667	66.97106060606063	7.561818181818182	12.258966666666668	11.0	6.42735559955562	48.75757575757575	33.53918227113825	2.0	1.5714285714285714	0.6363636363636364	4.221158824088691	1656.8047337278108	31.181818181818176	0.4318181818181818	1.507556722888818	0.2777777777777778	4.625	0.2727272727272727	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	17.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	19.0	3.0	0.05189615699897737	4.576086956521739	-0.7326614488403929	0.6812584336468187	0.528179620166719	0.7685862297690316	0.6872093197993447	0.23795360394006437	0.13948685557972973	0.2953623962952874	0.4722566492190776	0.867150419421865	1.1103345011479178	0.3972250908822626	0.616421352219698	2.5719549211071753	0.6429887302767938	0.5	0.53885599550451	0.45350965860612014	0.6725426952573935	0.6743209937512655	0.16209715250614934	0.10705031265558163	0.25422887114404047	0.4210785036878415	0.5458194006827688	0.8115758367933421	-1.3108578502115564	-0.05918204045361312	0.7453279283340184	0.9106206078696891	15.0
457.0	363.0	50.0	0.2982456140350877	0.21052631578947367	4.0	4.368421052631579	3.0	0.0	0.6666666666666666	42.0	16.666666666666668	39.0	0.0	9.066666666666668	74.86233333333335	6.958000000000002	12.042366666666666	10.0	7.793537801064561	40.66666666666667	63.53072354653924	2.357142857142857	1.2820512820512822	0.78	5.5154328932550705	432.09876543209873	78.81545454545456	0.54	2.1213203435596424	0.3055555555555556	4.75	0.22	1.0	4.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	23.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	24.0	0.033246338711617494	14.521739130434783	0.1017816056517642	0.7109940964507695	0.5551991138532595	0.904199379069139	0.6140228877671089	0.2613630202729027	0.15412302801172195	0.40878825855450807	0.37702410670185893	1.024022762600381	1.3636640106055373	0.5667149152545768	0.9297897669103892	2.901976612450937	0.6489016974554858	0.6	0.6644780663141858	0.5224175581396455	0.8399347411464	0.6219739850581898	0.26065700260546293	0.13862174441881048	0.43115867643579586	0.3215098106449743	0.6733289925464828	0.8016444130260378	2.4417120202596236	0.2540870038963243	0.534612846314466	0.9160966322063279	13.0
764.0	606.0	81.0	0.32222222222222224	0.2	5.0	4.511111111111111	2.0	0.0	1.0	121.0	40.5	63.0	0.0	21.13827160493827	46.66083333333336	16.81240740740741	11.883324691358025	22.0	13.023866798666859	62.72222222222222	79.01758670753397	1.7037037037037037	1.2857142857142858	0.7777777777777778	7.0	288.34720570749107	122.5	0.5308641975308642	2.3333333333333335	0.3333333333333333	3.8823529411764706	0.2716049382716049	0.0	3.0	0.0	0.0	0.0	1.0	12.0	0.0	0.0	0.0	2.0	36.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	9.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	11.0	15.0	0.08752011469940607	19.83695652173913	0.3578866602044538	0.8047028516144582	0.6345912308191467	0.9390485886681879	0.6757810388908204	0.3300091582742834	0.20135301511627945	0.44090612593985756	0.456680012524356	1.1550362384757271	1.3913279029910635	0.6926125625203173	0.9678966668207551	4.233250310355832	0.7483400002281664	0.625	0.7754217208803752	0.6912055801444215	0.8793789057829317	0.7860156476337409	0.37233447777122386	0.2701535919014575	0.5055832080318452	0.5343405152895057	0.7784831354661949	0.8852647366758167	-8.894951665670611	0.36445919111634406	0.5028426999930422	0.8933495822322237	15.0
1115.0	899.0	105.0	0.3972602739726027	0.1506849315068493	1.0	3.8835616438356166	14.0	0.2857142857142857	0.21428571428571427	4.0	7.5	82.0	0.0	5.2857142857142865	75.14250000000001	4.641666666666666	9.12145238095238	6.0	7.7094869923839395	28.452380952380953	89.91105740125155	2.310344827586207	1.2804878048780488	0.780952380952381	8.002380598177972	225.18080210387905	203.25134575569362	0.6190476190476191	2.6349301969610397	0.3888888888888889	5.285714285714286	0.21904761904761905	0.0	0.0	1.0	0.0	0.0	4.0	16.0	1.0	0.0	0.0	1.0	52.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	6.0	2.0	3.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	14.0	0.05537548902920662	18.032608695652176	0.4335107197108592	0.8011794124417504	0.6732628307700796	0.914924009009946	0.7358674864141211	0.32395268809333316	0.22664141964827034	0.4185429711314157	0.5415009575614367	1.241681424314909	1.4142135623730951	0.7929513846082133	1.0	5.488734204765423	0.761150485102877	0.6923076923076923	0.8546752056359961	0.7958224916987862	0.9203643737283563	0.8646819829356753	0.4822694950591914	0.38702526565904616	0.5934426392684697	0.6521696286200938	0.8555437594031854	0.9295707046301831	28.732849830119637	0.4852952651705006	0.43848177671475264	0.9468736884648518	17.0
805.0	655.0	68.0	0.37777777777777777	0.26666666666666666	1.0	4.344444444444444	12.0	0.16666666666666666	0.0	15.0	5.666666666666667	43.0	0.0	6.3843137254901965	58.00980392156865	6.5758823529411785	8.32947843137255	7.0	8.07648339933343	40.96078431372549	40.921311271271435	1.56	1.5813953488372092	0.6323529411764706	5.214515938281159	762.5	48.94411764705882	0.35294117647058826	1.4552137502179978	0.3055555555555556	4.285714285714286	0.2647058823529412	0.0	0.0	2.0	0.0	0.0	2.0	11.0	0.0	0.0	0.0	0.0	26.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	5.0	3.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	19.0	0.03773787596839605	16.402173913043477	0.22669508283146145	0.7332745527536498	0.47976994379339233	0.8977030756160308	0.534441684366693	0.2762569944449993	0.11508959948375719	0.4029354059852406	0.2856279139887074	1.0826053627544021	1.4142135623730951	0.6159805238428332	1.0	3.8391980131692782	0.6786807373574791	0.375	0.7294088830015375	0.5942021921891568	0.9009683487110823	0.6595150573704586	0.32101764261689325	0.18411665311505265	0.5218778005066759	0.35279648403572483	0.734154587510341	0.8148505866611367	-4.364795979132346	0.37940850917378777	0.47800742385517403	0.8301020733062611	13.0
1886.0	1550.0	204.0	0.43944636678200694	0.1384083044982699	1.0	3.85121107266436	36.0	0.19444444444444445	0.0	8.0	5.666666666666667	120.0	0.0	6.188235294117648	83.30686274509806	3.04745098039216	12.276978431372548	6.0	5.6481843243792635	25.27450980392157	55.916755635523195	1.7671232876712328	1.7	0.5882352941176471	8.40168050416806	726.8133174791915	121.42857142857144	0.4166666666666667	3.2206441932644223	0.5277777777777778	3.169811320754717	0.2696078431372549	4.0	2.0	2.0	0.0	2.0	4.0	37.0	0.0	0.0	0.0	3.0	97.0	1.0	15.0	0.0	0.0	0.0	0.0	1.0	17.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	26.0	4.0	8.0	4.0	3.0	0.0	0.0	0.0	10.0	1.0	1.0	17.0	0.044069944858310665	20.380434782608695	0.6693621993637655	0.7749073513683364	0.5689116676858378	0.9747957392314089	0.5836214139942836	0.3048818503089347	0.1618302428145405	0.47511336661185444	0.3406139548726868	1.2761375757254982	1.4090355401751145	0.8273589850716703	0.9926905767382882	7.649965178430709	0.7228537643011254	0.4642857142857143	0.8924490074882215	0.8309455776524298	0.9708238291496075	0.8559179870773218	0.5503450766315787	0.430986996366036	0.7112334043633067	0.6059712518028506	0.8932023566306457	0.9200457691824949	-123.98569995539378	0.5673646230281882	0.4005873426724841	0.9455938303793324	23.0
813.0	642.0	73.0	0.2727272727272727	0.1590909090909091	5.0	4.431818181818182	11.0	0.09090909090909091	0.09090909090909091	15.0	6.636363636363637	51.0	0.0	7.0381070983810705	80.73196762141967	3.647496886674972	9.37319788293898	7.0	5.565023196281405	25.814445828144457	53.44477027988254	1.9130434782608696	1.4313725490196079	0.6986301369863014	5.969098507002659	391.50354019158686	71.26027397260275	0.4520547945205479	1.9896995023342199	0.3611111111111111	5.333333333333333	0.1643835616438356	1.0	0.0	0.0	0.0	0.0	1.0	12.0	1.0	0.0	0.0	0.0	36.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	9.0	0.03430941179108242	9.695652173913043	-0.035318033104311086	0.7598541890375066	0.6830297095185035	0.8729478868889495	0.782440418010192	0.2909788617439606	0.23326479204246553	0.381019006611941	0.612213007735964	1.1725719140966142	1.4142135623730954	0.7202483289582453	1.0	4.076354977861199	0.7206045618422982	0.625	0.7916652096888654	0.7295718043888885	0.8937044613276556	0.8163457115398781	0.39190238270361943	0.3113706824523833	0.530441304388269	0.5870030856881918	0.7938622599912812	0.8882827537997825	-7.628463271708852	0.45736227542598923	0.44179786205201704	0.8931822814603413	16.0
668.0	543.0	61.0	0.33766233766233766	0.22077922077922077	4.0	4.584415584415584	7.0	0.0	0.2857142857142857	33.0	8.714285714285714	49.0	0.0	10.698829039812646	57.914590163934434	7.346276346604217	10.540040046838408	9.0	9.957137785484202	36.5831381733021	79.18446340290713	1.9	1.2448979591836735	0.8032786885245902	6.273807116711903	259.92438563327033	126.28210382513662	0.5737704918032787	2.3046638387921274	0.3611111111111111	4.0	0.29508196721311475	0.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	27.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	8.0	1.0	1.0	3.0	2.0	0.0	0.0	0.0	9.0	0.0	0.0	18.0	0.03500244260553227	19.206521739130434	0.3663418580851255	0.7485790927758479	0.47229077229741806	0.9511959074653987	0.49652313323751174	0.2917347089266373	0.11152928679864582	0.45238682718946166	0.2465352218399959	1.1321146855620459	1.387390003717656	0.6786998882339662	0.9624255112078388	3.546125236120201	0.6701546780474467	0.2857142857142857	0.7609550156841404	0.6959646497851876	0.8358751362419868	0.8326179588427248	0.353271897427829	0.27798835307163305	0.4436842991612995	0.6265453918408134	0.7627206312559006	0.912481539629254	4.802352605640953	0.4131405792998881	0.46452689387590945	0.9265266472637532	18.0
