essay_id	essay_set	essay	rater1_domain1	rater2_domain1	domain1_score
6980	3	The setting affects the cyclist because it can provide landmarks and directions. For example, the narrator states, "They'd sounded so sure of themselves when pointing out landmarks and spouting off towns I would come to along this breezy jaunt" (Kurmaskie @NUM1). This shows that the landmarks can provide as landmarks and directions along a journey.	1	1	1
6981	3	In the story "Rough Road Ahead: Do not Exceed posted speed limit "the cyclist has some very rough obstacles on his way to Yosemite National park. With his lack of water and diredness he runs into a big snake that he thinks is a diamond black. He easily passes the snake and moves on. Being in the intense heat and with know water he never gives up and knows he can make it to the park safely. The reason why he go's this way is because @NUM1 "old-timers who haven't left the confines of their porches since carter was in the office". These guys gave him wrong directions. That really affected the cyclist because all of the other stuff wouldn't have happened if he payed attention to his surroundings and people around him.	2	2	2
6982	3	The features of the setting effect the cyclist on different occasions in different ways. For instance, when arriving at the first town, the author calls it your average ghost town but continues on with confidence. The next building he saw was an abondoned Welch's Juice bottle factory, on the building was a singn with a boy drinking a cold glass of juice. This intimidates the reacher the begins to question the wisdom of the old men. Continuing on he reaches another building. To his relief its a bolt shop that was still in business. He goes to the sink immediately to drink the water at this point he is relieved to have water $ be near civilization instead of in dessert without a sight of liFe or building. Therefore his surrouding throughout the story make him indifferent, confident & relieved.   	3	2	3
6983	3	The features of the setting affect the cyclist because the roads are rough, uneven and he has to push out more energy to pedal his bike on rough, uneven roads then on nice, paved, even roads and also he is out of water so there again is using all his energy without any redaveanator.	1	1	1
6984	3	The setting affect of a cyclist can be petty complicated. So many things has to be prepared for you to be a successful cyclist. First up have to be prepared for the weather. For example when there is serious weather conditions like rain,snow you have to careful of ley roads.Also they have to be prepared for is long riais. Some naes might be from @NUM1 miles the have to bring plenty of food and water. Also anothe affects that a cyclist has to tase is the condition of the bike. For instance he/she has to make sure the bikes are in good condition and is going cooperate. Also if work need's to be done to the bike then the bike can be worked on.Also another affect of a cyclist is the cyclist is in shape. For instance if the cyclist is in shape he/she is able to ride for a long period of time. Finally another affects is the cyclist has to know where he/she is going. For instance the man in the story didn't know where to go so thats an important keypoint.	1	1	1
6985	3	The setting of where cyclsit takes there journey effects the cyclist. The reason I say that is because in the story "Do Not Exceed Posted Speed Limit" the cyclsit came upon a conflict with the setting. The conflict waas it was very hot and he did not use little things to survive witch he did. These are the reason why I say the setting of where cyclsit takes their journey matters.	1	1	1
6986	3	"The setting in the short story; "Rough Road Ahead: Do Not Exceed speed Limit" greatly affects the cyclist. The rough terrain and blazing sun test him and make him suffer in ways he never imagined. One point, after the cyclist has been going for hours he notes, "Over on long crippling hill, a building came into view. I wiped sweat from my eyes to make sure it wasn't a mirage…" this setting has caused the cyclist to become so dehydrated that he can't think. The cyclist knows the dangers of the setting around him. As you can see the setting has a very strong affect on the cyclist."	2	3	3
6987	3	The cyclist was affected by long hours of riding the bike into the areas where he never been.	1	1	1
6988	3	In the essay "Rough Road Ahead: Do Not Exceed Posted Speed Limit." The cyclist is affected by the setting mently and physicly. For example the setting affected the cyclist mently because it all was dessert and sand with no water. He thought he was going to die, he said "I was going to die and the birds would pick me clean." If he had some water he would not have thought this. Also the cyclist was affected phyisicly because the road was rough it looked as it could go on forever. He was losing energy and was getting tired from riding up all the hills with little water left in him. It was hot and it seemed hopeless but if he was riding through the evergreen forest I don't think he would have felt this way. In conclusion the cyclist was effected by the setting phyisicly and mently if he had not been riding in the desert he would not feel this way	2	2	2
6989	3	"In the essay, "Rough Road ahead"" the character sees many settings through his ride, all of which affect his mood and physical condition. For example, when the author describes one place he came to as, "one ramshackle shed, several rusty pumps and a corral that couldn't hold in the lamest mute greeted me. Thes sight was troubling", this was the turning point where the cyclist began to worry. He was running out of water, "The sun was beginning to beat down", and he was probably tired of pedaling. But, to make matters worse, he came to rolling hills. This affected him because he had to work harder and had less water to pick him up. When he finally got to a "modernized" town his spirits were lifted, and he was able to get water to cool him down. This gave him more strength and will-power to continue his trip Yosemite park."	3	2	3
