essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score																					
6059	3	The setting greatly affects the cyclist because he is the one riding over, 'short rolling hills,' and arround a,'ridiculously large snake,' and because its hot he could suffer from heatstroke at any minut. So yes the author is affected by the setting	1	1	1																					
6060	3	The affects of the features around them affect them by the hot bikes so the bikers need water and also it affects them by the roads are so hill so they can’t just road. Stight so they need to go over the hilles and that affects them because cycles are very hard to land form a jump.	1	1	1																					
6061	3	"The features of the setting in Yosemite give the cyclist something in look forward to, but the feature of the sorting that he is in enduse in get there causes him despaire. As soon as the cyclist passes a ghost town and notices swettering hed of the sun during early endeavers of the trip he checks himself up as he says,""I brely noticed it [the sun], the cool pines and rushing hills of Yosemite had my name written all over them. Although the cyclist began to feel the toll that the trip and the sun was going to take on him, he erased the morning with the hope and bealy of arriving at Yosemite. The more the cyclist noticedthe sun the more he drank untill his water supply seemed low, striping as an old rusty water pump he had hope of being replenished but the taste of bitter battery acid caused the cyclist to stop drinking. The rolling hills, Sun and tumbleweds did nothing to quech the cyclist thirst or at least divert his assertion. If the cyclists was to see a sign that said Yosemite @NUM1 miles away his spirits would have risen, instead he saw a sign that said, 'Rough Road Ahead' which did nothing to help him. If the terrain was more poporsed, easier to travel on and in plenty supply of water, the tune of this passive would be more hoped instead in such despair, the features of the setting caused the cyclist grief instead of hope."	3	3	3																					
6062	3	 The bike rider in the short story 'Do not exceed posted speed limit' by @PERSON1, is greatly affected by the condition of land around him. He is riding through the extremely dry desert and is running, low on water. However since it is such a dry place he can’t find any. Also since it is out in the middle of no where, there is no one he can ask for some. If this story was set somewhere else he wouldn’t have has either problems.	1	1	1																					
6063	3	"In ""rough road ahead: Do not exceed posted speed limit the features of the setting affect the cyclist. Many visual features create a very deserted area thats hott in your head. For example in paragraph five they use alot of adjectives to describe how abandon the place was. Words like ramshackle and rusty. Also how often the lack of water was brung up made us think of how hott this California desert must have been. Also the heat made the cyclist belive he was seeing a miracle when he saw the Welch’s fruit juice factory. The choice of visual words in this story are words to describe what affected the cyclist."	1	2	2																					
6064	3	In the passage,the cyclist had about @NUM1 different settings. One of these settings were the rough terrains he had to pass through where he lacked on the amount of water.Another setting the cyclist had to go through was the hill like terrains.Where he was laughing at himself for taking the old men advice in the first place.Both of these features had a great a tall on the cyclist body strength and his spirit. But with confidence, determination, and the relief of the success he was able to overcome the obstacles.	2	2	2																					
6065	3	The features of the setting affect the cyclist in many ways. For example, the weather in California in June was hot and the water the cyclist found in the pipes was hot, as well. The text says, 'Somewhere in the neighborhood of two hundred degrees.' This affected him because he had no water to drink from. Another example is when he had to overcome tumbleweeds and snakes. The text states, 'tumbleweeds crossed my path and a ridiculously large snake.' This was an obstacle that he had to overcome. Another example is he was deserted. The text says, 'no one in sight, not a building, car, or structure of any kind.'	2	2	2																					
6066	3	The setting in the features of the cyclist is that if it is too hot or too cold, it could affect how the cyclist is riding . If it’s to hot the cyclist would get exhausted a lot faster . And if it’s to cold then the cyclist would @MONTH1 be get sick . Also if it‘s  too windy then he would go a lot slower if he is going in the wind’s direction.	1	1	1																					
6067	3	The features that affected the cyclist was plenty of things. One thing would be lack of water. In the text he said the pump gave water that taste like battery acid. Another one would be all the surroundings changed from what the old men sald and he got lost. When he was lost he had to have determination to find someone say that he could survive.   	1	1	1																					
6068	3	The setting and it`s features affect the cyclist greatly. He is in the desert and all the town's are abandoned. Also he now hits a sign that says 'Rough Road Ahead…(kurmaskie, pg @NUM1). This makes his trip even worse because now he has to make it over not only big hills but torn up, old, beaten roads. And he has the sun beating down and is almost out of water.	2	1	2																					
6069	3	The features of the setting affect the the cyclist by giving him obstacles to overcome when he had to go down the winding hills, he would have to slow down so he could manuver the hills and not lose control of the bike. The heat he was facing would cause tiredness and dehydration. If exposed to the sun and heat long enough you can get a sunburn or suffer a heat stroke. A heat stroke can be fatal to anyone, especially those with heart problems. Dehydration also can be fatal. If the cyclist does not see any buildings, he would not be able to tell where he is and he might get lost because of it. Getting lost will also lead to dehydration, tiredness, and heat stroke.	1	2	2																					
