numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	avgDistanceNeighbouringPointsEuc	minDistanceNeighbouringPointsEuc	maxDistanceNeighbouringPointsEuc	indexDistanceNeighbouringPointsEuc	avgDistanceNeighbouringPointsCos	minDistanceNeighbouringPointsCos	maxDistanceNeighbouringPointsCos	indexDistanceNeighbouringPointsCos	avgDistanceAnyPointsEuc	maxDistanceAnyPointsEuc	avgDistanceAnyPointsCos	maxDistanceAnyPointsCos	clarkEvansNearestNeighbour	avgDistanceNearestNeighbour	cumulativeFrequencyDistribution	avgDistanceCentroidEuc	minDistanceCentroidEuc	maxDistanceCentroidEuc	indexDistanceCentroidEuc	avgDistanceCentroidCos	minDistanceCentroidCos	maxDistanceCentroidCos	indexDistanceCentroidCos	standardDistance	relativeDistance	determinantDistanceMatrix	moransI	gearysC	getissG	consistencyErrors	semanticErrors	sumErrors	score
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous
																																																																																																										class
302.0	246.0	56.0	0.4406779661016949	0.11864406779661017	4.0	4.11864406779661	3.0	0.0	0.0	16.0	18.666666666666668	43.0	0.4915254237288136	9.609523809523811	70.05261904761907	8.125714285714288	6.25415238095238	9.0	10.504223727775692	31.166666666666668	63.33286584798737	0.9545454545454546	0.7678571428571429	5.746116701117124	317.46031746031747	74.92513736263739	0.5892857142857143	0.8017837257372732	0.4722222222222222	7.333333333333333	0.23214285714285715	0.0	1.0	8.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	1.0	11.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	3.0	1.0	0.0	0.0	0.0	2.0	0.0	5.0	3.0	0.0	1.0	2.0	2.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	0.01942967705740525	1.8	-0.023648477330362613	1.3159675496096321	1.3045440920685138	1.3273910071507506	0.9827881046661016	0.8659505435038867	0.8509176440754314	0.880983442932342	0.9658724586731879	1.3172923803592067	1.3273910071507506	0.8676748613134585	0.880983442932342	4.536853317265221	1.3096767419984612	0.6666666666666666	0.7605392223589335	0.7547035973124704	0.7678680783187896	0.9828558037792869	0.35073110927929524	0.34389851043409725	0.35933423066578607	0.9570435574615616	0.7605589441603495	0.9904812631690029	4.571329128798589	-0.5401602358167625	1.0401602358167625	0.07374049118513418	4	0	4	0
207.0	169.0	40.0	0.5476190476190477	0.14285714285714285	3.0	3.857142857142857	2.0	0.0	0.0	17.0	20.0	31.0	0.5	12.0	68.09500000000004	8.73	8.970749999999999	8.0	13.023866798666859	35.0	55.210506071181115	1.3076923076923077	0.775	4.901530373260988	511.2960760998811	56.058333333333344	0.55	1.4230249470757705	0.3888888888888889	6.0	0.2	2.0	1.0	5.0	0.0	0.0	8.0	2.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	3.0	0.0	0.0	1.0	5.0	0.0	0.0	1.0	0.0076032022928253975	3.6	0.003339905381401345	1.3210908145961855	1.3210908145961855	1.3210908145961855	1.0	0.8726404702052064	0.8726404702052064	0.8726404702052064	1.0	1.3210908145961855	1.3210908145961855	0.8726404702052064	0.8726404702052064	3.7366090942568913	1.3210908145961855	1.0	0.6605454072980927	0.6605454072980927	0.6605454072980927	1.0	0.24921390203507576	0.24921390203507576	0.24921390203507576	1.0	0.6605454072980929	1.0000000000000002	-1.745280940410413	-1.0	1.0	0.15384615384615385	0	0	0	0
792.0	657.0	136.0	0.52	0.20666666666666667	3.0	4.346666666666667	5.0	0.0	0.4	21.0	27.2	69.0	0.4533333333333333	17.64470588235294	52.32700000000001	12.718000000000004	8.70091411764706	15.0	14.265292616868656	49.99411764705882	37.97074072578713	2.607142857142857	0.5073529411764706	5.916701187416555	1630.859375	39.187335381913954	0.27941176470588236	1.9722337291388516	0.4166666666666667	7.2	0.125	8.0	0.0	23.0	0.0	0.0	20.0	8.0	0.0	0.0	0.0	1.0	45.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	2.0	2.0	2.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.8	0.1128389726849266	1.2259068202200492	1.0863633793409453	1.3337167475891585	0.8145383053070812	0.7561868560719117	0.5900926959865391	0.8894001813999015	0.6634726508125316	1.2857499691643715	1.3829165973907074	0.831030859263019	0.956229157669346	6.0008493809420385	1.1340539369377525	0.7142857142857143	0.8435979953069375	0.8139492560611521	0.9012527307137091	0.9031309735023818	0.4636346068980473	0.4172121733475862	0.5568027352128921	0.7492997914029035	0.8439858796701445	0.9364586102299911	31.700611348131986	-0.0797768054959361	0.9429379683497762	0.33746141760942566	1	0	1	3
378.0	314.0	65.0	0.39436619718309857	0.18309859154929578	4.0	4.380281690140845	6.0	0.0	0.0	10.0	10.833333333333334	47.0	0.4225352112676056	9.256410256410257	70.89147435897436	6.062692307692313	7.817679487179487	7.0	9.725611199111238	30.833333333333336	55.80385517495561	1.08	0.7230769230769231	5.829632525692798	448.9603024574669	67.02521367521366	0.5538461538461539	1.61245154965971	0.4444444444444444	5.166666666666667	0.24615384615384617	2.0	0.0	10.0	0.0	0.0	6.0	4.0	1.0	0.0	0.0	1.0	13.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2.0	0.0	0.0	0.0	3.0	0.0	3.0	1.0	5.0	0.0	1.0	6.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	0.07061831974375822	4.8	0.06512955831855746	1.3040730393246336	1.27046114171737	1.3302948486077673	0.9550222216127373	0.8506152386714071	0.8070357563069015	0.8848421921161811	0.9120674437741284	1.340151112304363	1.4142135623730951	0.8990129859056267	1.0	5.182680259691271	1.2956700649228177	0.5	0.8208268787311275	0.7821588329881092	0.8355508604653819	0.936099608050748	0.42926340526405704	0.37452072713176554	0.4501885581415159	0.8319196931123151	0.8211332044371485	0.9827447296024531	-9.632585660898672	-0.28396557484727186	0.9740004639366511	0.16358275815102605	2	0	2	2
703.0	576.0	128.0	0.45774647887323944	0.13380281690140844	4.0	4.007042253521127	9.0	0.1111111111111111	0.0	11.0	14.222222222222221	70.0	0.4788732394366197	9.126388888888888	79.37913194444445	5.720729166666668	6.9324690972222225	7.0	8.515128840125781	29.06597222222222	41.385799479249435	1.325	0.546875	6.18718433538229	902.2053909556695	46.861530172413794	0.328125	1.5026019100214134	0.4166666666666667	5.5	0.1640625	2.0	0.0	17.0	0.0	0.0	16.0	11.0	0.0	0.0	0.0	7.0	29.0	0.0	0.0	0.0	0.0	0.0	3.0	8.0	8.0	0.0	0.0	0.0	0.0	5.0	0.0	9.0	7.0	3.0	0.0	0.0	2.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.1582552736588237	4.8	0.09358840031503479	1.314476451845019	1.162545432380042	1.4142135623730951	0.8220437586733745	0.8690831051337444	0.6757559411738494	1.0	0.6757559411738494	1.3477982839435063	1.4142135623730951	0.9119115470067796	1.0	6.049225134106937	1.2347929098150947	0.8333333333333334	0.87045632932412	0.8107294462370863	0.9522291622788867	0.8514016146038192	0.5100268264203808	0.4052822610939443	0.6598453228591221	0.6142079773148178	0.8717375116239501	0.9154702945010601	-28.84423081916008	-0.1471569437617113	0.9342883374453377	0.24672073146358095	3	0	3	2
397.0	327.0	71.0	0.42105263157894735	0.11842105263157894	3.0	4.276315789473684	5.0	0.0	0.0	11.0	14.2	43.0	0.5131578947368421	9.060281690140846	73.26707042253523	6.567718309859156	6.7871580281690145	7.0	8.841846274778883	26.876056338028167	38.325484209182626	2.1333333333333333	0.6056338028169014	5.103161130233569	1456.9160997732429	35.3430583501006	0.4225352112676056	1.1867816581938533	0.3888888888888889	5.4	0.18309859154929578	3.0	0.0	18.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	22.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	4.0	0.0	1.0	1.0	3.0	0.0	0.0	2.0	3.0	0.0	1.0	0.0	0.09637760343145096	2.7	-0.008586691134171764	1.3036294158713784	1.2505507998951324	1.3418106525577378	0.931987533048238	0.8504743399990021	0.7819386515591776	0.9002279136587109	0.8686007617573405	1.2943365478837658	1.4142135623730951	0.8415026709606886	1.0	4.822074508940307	1.2055186272350769	0.5	0.7928672798316385	0.7131891933019142	0.8425890335082862	0.8464259145795072	0.39265084442350345	0.29181249085601113	0.4575470210659871	0.6377759605475087	0.7944350213960337	0.9428499420271901	-8.28215977425933	-0.33586896806693844	1.0512839198310509	0.1598939666185583	1	0	1	1
498.0	407.0	93.0	0.4215686274509804	0.10784313725490197	4.0	3.9705882352941178	3.0	0.0	0.3333333333333333	39.0	31.0	64.0	0.49019607843137253	15.410752688172046	63.47967741935486	12.106451612903225	8.230229032258064	15.0	9.725611199111238	42.82795698924731	57.2097678393357	1.40625	0.6881720430107527	6.636490846274722	558.3333333333334	77.45494994438268	0.44086021505376344	1.6591227115686804	0.5277777777777778	8.75	0.22580645161290322	3.0	1.0	15.0	0.0	1.0	12.0	3.0	0.0	0.0	0.0	1.0	23.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	1.0	0.0	0.0	0.0	2.0	0.0	4.0	2.0	5.0	3.0	1.0	6.0	0.0	0.0	2.0	4.0	0.0	2.0	1.0	0.2638488664131142	4.8	0.06618125683094567	1.3110357020804553	1.2836887462985924	1.3528611287382288	0.9488695617234923	0.8598177063859878	0.823928398686826	0.9151166168254377	0.9003534451653322	1.317424307570338	1.4142135623730951	0.8710102820165828	1.0	5.484500912671434	1.2263716863392964	0.6	0.8335183625760442	0.7519972329550118	0.8800033374538188	0.8545390692844679	0.4493714733264051	0.3301364710695117	0.519834266804768	0.6350802402826201	0.8347503971926377	0.9485763992758085	15.517037653481902	-0.25447997093297153	1.007735382609035	0.3313090332569082	15	8	23	0
454.0	373.0	86.0	0.5425531914893617	0.1595744680851064	3.0	3.9468085106382977	4.0	0.0	0.0	21.0	21.5	46.0	0.5425531914893617	12.786046511627909	67.9497093023256	9.122906976744186	7.824179069767442	10.0	10.686352973137792	38.94186046511628	33.88851836751097	1.3793103448275863	0.5348837209302325	4.960307567358167	1332.6446280991736	28.91046511627906	0.3023255813953488	1.1861605052378226	0.4444444444444444	7.75	0.20930232558139536	4.0	0.0	13.0	0.0	0.0	8.0	6.0	0.0	0.0	0.0	0.0	20.0	1.0	0.0	0.0	0.0	0.0	5.0	3.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	3.0	4.0	2.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.059856361172719884	4.8	0.0318259501071696	1.2263407480083885	1.1598310386323427	1.2807405047815958	0.9055940952145713	0.7532107361012725	0.6726040190874891	0.8201481202941087	0.8201006652874976	1.301589702472956	1.4142135623730951	0.8512249816381757	1.0	4.838853282657508	1.209713320664377	0.5	0.7975703510651992	0.7608903989025954	0.8784391407026569	0.8661845353270174	0.398683724009263	0.3492384158904145	0.5094711689942406	0.6854920104308444	0.7990110989395779	0.9095804841988882	-8.45935150034986	-0.31909284527682347	0.9825087398027516	0.21174853333669869	2	0	2	2
