numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	avgDistanceNeighbouringPointsEuc	minDistanceNeighbouringPointsEuc	maxDistanceNeighbouringPointsEuc	indexDistanceNeighbouringPointsEuc	avgDistanceNeighbouringPointsCos	minDistanceNeighbouringPointsCos	maxDistanceNeighbouringPointsCos	indexDistanceNeighbouringPointsCos	avgDistanceAnyPointsEuc	maxDistanceAnyPointsEuc	avgDistanceAnyPointsCos	maxDistanceAnyPointsCos	clarkEvansNearestNeighbour	avgDistanceNearestNeighbour	cumulativeFrequencyDistribution	avgDistanceCentroidEuc	minDistanceCentroidEuc	maxDistanceCentroidEuc	indexDistanceCentroidEuc	avgDistanceCentroidCos	minDistanceCentroidCos	maxDistanceCentroidCos	indexDistanceCentroidCos	standardDistance	relativeDistance	determinantDistanceMatrix	moransI	gearysC	getissG	consistencyErrors	semanticErrors	sumErrors	score
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous
																																																																																																										class
262.0	212.0	51.0	0.5740740740740741	0.18518518518518517	2.0	3.8333333333333335	3.0	0.0	0.0	11.0	17.0	32.0	0.5370370370370371	8.368627450980393	73.46235294117649	7.2360784313725475	8.19499411764706	6.0	7.793537801064561	36.6078431372549	35.097190309675554	2.3636363636363638	0.6274509803921569	4.480896268889631	1123.8293444328824	28.53250773993808	0.37254901960784315	1.2602520756252087	0.3611111111111111	5.666666666666667	0.17647058823529413	2.0	0.0	10.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.9602633714675903	4.8	0.03134488891259268	2.2434338286835365	2.2434338286835365	2.2434338286835365	1.0	0.21738305614520248	0.21738305614520248	0.21738305614520248	1.0	2.2434338286835365	2.2434338286835365	0.21738305614520248	0.21738305614520248	6.345389093621712	2.2434338286835365	1.0	1.1217169143417767	1.1217169067788606	1.1217169219046927	0.9999999865154641	0.05594090662015733	0.053215740664256606	0.05866607257605805	0.9070956743399633	1.121716901004775	1.000000039268638	-5.032995343681672	-1.0	1.0	1.0	1	0	1	1
1016.0	839.0	194.0	0.576036866359447	0.16129032258064516	3.0	3.80184331797235	12.0	0.16666666666666666	0.0	12.0	16.166666666666668	116.0	0.37327188940092165	11.00274914089347	73.99181271477666	6.955206185567011	9.566047079037801	7.0	9.2995712137729	34.20790378006873	56.55388050089792	2.217391304347826	0.5979381443298969	8.328314639965763	606.8512751451898	96.48268569918054	0.39690721649484534	2.7282410027474047	0.6111111111111112	4.533333333333333	0.15463917525773196	8.0	2.0	28.0	1.0	1.0	28.0	15.0	0.0	0.0	0.0	2.0	50.0	2.0	13.0	0.0	0.0	0.0	10.0	0.0	6.0	0.0	0.0	2.0	0.0	2.0	0.0	7.0	9.0	6.0	1.0	3.0	4.0	1.0	0.0	0.0	17.0	1.0	10.0	2.0	0.9723652601242065	4.8	0.049595104417621494	1.8383475517304835	1.2784196901977576	2.2315356205724055	0.5728878707613161	0.20322799983471151	0.12268423355001024	0.3110502721072105	0.3944193095183159	1.9572825949931245	2.5225259190035914	0.23561089108040553	0.38755992337915435	10.33586964671575	1.5581909772808802	0.6363636363636364	1.3219456668566325	1.0193459929503743	1.6847285926597908	0.6050505686147739	0.11387966116935543	0.0806228957484395	0.1650628556462107	0.48843754358184305	1.3352557181126672	0.7925642743467881	8183.579427659522	0.0455070603688558	0.8557950846354166	0.4492904299826804	2	0	2	2
512.0	417.0	100.0	0.5636363636363636	0.11818181818181818	3.0	3.727272727272727	8.0	0.375	0.0	5.0	12.5	77.0	0.44545454545454544	8.6	78.2455	5.451000000000004	7.4145	4.0	9.516144504307135	25.5	83.42314410660758	0.925	0.77	7.7	197.0350910114468	141.7804347826087	0.54	1.5	0.6388888888888888	4.222222222222222	0.21	2.0	0.0	10.0	0.0	0.0	7.0	10.0	1.0	0.0	0.0	1.0	16.0	3.0	2.0	0.0	0.0	0.0	7.0	2.0	9.0	0.0	0.0	2.0	0.0	4.0	1.0	5.0	5.0	1.0	4.0	6.0	0.0	1.0	0.0	1.0	3.0	0.0	1.0	3.0	0.9664587378501892	4.8	0.021810083253182455	1.5867029369046028	1.4144192163104714	1.8927501871395038	0.7472825658245319	0.10279697098519772	0.0846675634094406	0.1398725689873488	0.6053192847062001	1.6497595598379668	2.229358555679568	0.1130002606933151	0.19823753152715884	6.2631026334396545	1.4004723238429013	0.4	1.0356504992323947	0.7292789799067679	1.3969294005574062	0.5220585804950266	0.04627569951085133	0.02378529097727955	0.08165264402130867	0.29129847860250996	1.0607166358147404	0.7593201549857661	44.56594467964234	-0.21243426005045574	0.9654081217447916	0.7120794772712272	19	13	32	1
431.0	345.0	89.0	0.6195652173913043	0.10869565217391304	3.0	3.6956521739130435	3.0	0.0	0.3333333333333333	62.0	29.666666666666668	66.0	0.4891304347826087	14.563295880149813	71.21097378277157	10.696853932584272	9.188528464419475	12.0	10.504223727775692	40.90262172284644	69.60847544541993	1.4285714285714286	0.7415730337078652	6.995986008041976	402.83203125	97.88764044943824	0.6292134831460674	2.3319953360139922	0.5277777777777778	6.0	0.14606741573033707	3.0	0.0	10.0	0.0	0.0	10.0	9.0	0.0	1.0	0.0	1.0	21.0	2.0	0.0	0.0	0.0	0.0	8.0	3.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	3.0	1.0	2.0	2.0	3.0	0.0	0.0	0.0	7.0	1.0	1.0	2.0	0.9531841278076172	4.8	0.03333869632521225	1.842222672972782	1.522018223503227	2.453315972776544	0.6203922529313175	0.17134440121548028	0.14556066384144506	0.2012415195157644	0.723313281432674	2.218932106090405	3.2763985688797166	0.23020520521658955	0.3706583504278248	7.786235091985302	1.741055095447346	0.8	1.394060751909296	0.9909882806239192	2.125642759967413	0.46620641026204773	0.09848889544616138	0.0653076550355397	0.14410966103521994	0.4531802695697044	1.450185513961005	0.6822338776772983	172.78428904386018	-0.040485715866088866	0.7566620890299479	0.34247640455385814	1	0	1	1
701.0	569.0	143.0	0.5503355704697986	0.14093959731543623	3.0	3.7114093959731544	3.0	0.0	0.3333333333333333	18.0	47.666666666666664	82.0	0.46308724832214765	20.744988344988343	49.5973892773893	18.183216783216782	9.64461282051282	21.0	8.841846274778883	62.35198135198135	46.72576665011575	2.1	0.5734265734265734	6.857184482058144	858.8367248838327	57.427261263326834	0.38461538461538464	2.090605025017727	0.5555555555555556	5.4	0.13986013986013987	5.0	1.0	24.0	1.0	0.0	17.0	17.0	0.0	0.0	0.0	3.0	40.0	1.0	1.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	2.0	2.0	6.0	3.0	3.0	0.0	1.0	12.0	0.0	2.0	2.0	0.9738608002662659	4.8	0.035739523079598934	1.7938887594352335	1.3962092423678578	2.3091724392315474	0.6046361972137915	0.16696637075658086	0.11171153158073832	0.1977120573592166	0.5650213399872385	2.1425807457973156	3.386357567462951	0.22501204316916873	0.42043498224189413	9.162743825128828	1.61975957325594	0.875	1.403533099807067	0.973461487599978	2.414856341640727	0.40311362246028204	0.10434618393779733	0.04688049869984834	0.18329896514672817	0.2557597565393846	1.4646932702655884	0.6065343056105683	-1994.8839928612706	0.0712876238141741	0.7381965128580729	0.5937984682786916	4	0	4	2
383.0	312.0	71.0	0.525	0.1875	3.0	3.8125	3.0	0.0	0.3333333333333333	11.0	23.666666666666668	51.0	0.4125	12.283568075117373	66.04150234741785	9.927323943661971	9.035859624413145	11.0	10.504223727775692	44.793427230046944	57.02456109720625	1.0869565217391304	0.7183098591549296	6.052586456788652	433.1528529779258	73.26760563380283	0.5070422535211268	1.6614943214713946	0.4444444444444444	5.6	0.19718309859154928	2.0	0.0	13.0	1.0	0.0	6.0	6.0	0.0	1.0	0.0	0.0	16.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	3.0	1.0	2.0	2.0	0.0	0.0	3.0	0.0	4.0	3.0	0.9750109910964966	4.8	0.037828451970975285	1.9017525862990219	1.5972067309667954	2.3355874898131477	0.683856519155519	0.18151668666777201	0.11760164465591672	0.265640677802121	0.4427094736730029	2.1536397459221637	2.457224105029247	0.2256211621881908	0.2903620551761774	7.302464489863861	1.8256161224659653	0.75	1.3224852008708057	1.0727066950363968	1.5850104717769264	0.6767820870191507	0.08877268004001332	0.05443333362012448	0.11279351515831637	0.48259275849078864	1.334901508384228	0.842203559110267	-58.562239456228205	-0.17488727145724825	0.8433923848470052	0.0538990877467616	4	0	4	1
209.0	167.0	43.0	0.6382978723404256	0.10638297872340426	3.0	3.4893617021276597	4.0	0.0	0.0	12.0	10.75	33.0	0.46808510638297873	6.16046511627907	93.61677325581398	2.8722674418604655	6.0057465116279065	2.0	7.168621630094336	22.377906976744185	55.304787067654374	1.4615384615384615	0.7674418604651163	5.032452820975954	400.390625	59.51511627906977	0.5813953488372093	0.6099942813304187	0.3888888888888889	4.25	0.20930232558139536	2.0	0.0	7.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.9623371958732605	4.8	0.04900257306392475	1.9965604765551968	1.9965604765551968	1.9965604765551968	1.0	0.15509227107189438	0.15509227107189438	0.15509227107189438	1.0	1.9965604765551968	1.9965604765551968	0.1550922710718946	0.15509227107189438	5.6471258080848985	1.9965604765551968	1.0	0.9982802382776068	0.998280231339008	0.9982802452162057	0.9999999860988957	0.03956330677250919	0.03843206732083815	0.04069454622418023	0.9444033878427243	0.9982802385106249	1.0000000113458414	-3.9862537365423143	-1.0	1.0	1.0	1	0	1	1
539.0	429.0	119.0	0.6335877862595419	0.06870229007633588	3.0	3.2213740458015265	8.0	0.0	0.0	11.0	14.875	66.0	0.5190839694656488	6.286134453781513	88.65284138655464	4.589401260504204	7.956905042016807	3.0	6.6274283507984215	22.438025210084035	41.09004017626283	0.9803921568627451	0.5546218487394958	6.050210080386195	710.506424792139	45.23830664341209	0.3277310924369748	1.1000381964338537	0.5277777777777778	4.7	0.24369747899159663	2.0	1.0	10.0	0.0	0.0	15.0	9.0	0.0	0.0	0.0	0.0	24.0	4.0	0.0	0.0	1.0	0.0	15.0	0.0	6.0	0.0	0.0	2.0	0.0	3.0	0.0	8.0	3.0	3.0	1.0	8.0	6.0	0.0	0.0	0.0	2.0	1.0	0.0	3.0	0.9518046975135803	4.8	0.01647562133653646	1.426252304208261	1.1830793190814304	1.8644301761409288	0.6345527626731587	0.09496409584439591	0.062134647407860455	0.15033875330500868	0.41329760984382446	1.5960885641565257	2.0019371823566607	0.1222420971674287	0.1917205976519759	5.450301507305303	1.2187244668204222	0.8	1.0226367318388159	0.8399142396310361	1.1640935357556985	0.7215178281063008	0.05016367164630853	0.03339724822170298	0.06342946553913531	0.5265257705994264	1.028320405240974	0.8833658208505777	31.248270849411785	-0.07646750609079997	0.8801102701822917	-1.7242251353980957	0	0	0	0
