numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	avgDistanceNeighbouringPointsEuc	minDistanceNeighbouringPointsEuc	maxDistanceNeighbouringPointsEuc	indexDistanceNeighbouringPointsEuc	avgDistanceNeighbouringPointsCos	minDistanceNeighbouringPointsCos	maxDistanceNeighbouringPointsCos	indexDistanceNeighbouringPointsCos	avgDistanceAnyPointsEuc	maxDistanceAnyPointsEuc	avgDistanceAnyPointsCos	maxDistanceAnyPointsCos	clarkEvansNearestNeighbour	avgDistanceNearestNeighbour	cumulativeFrequencyDistribution	avgDistanceCentroidEuc	minDistanceCentroidEuc	maxDistanceCentroidEuc	indexDistanceCentroidEuc	avgDistanceCentroidCos	minDistanceCentroidCos	maxDistanceCentroidCos	indexDistanceCentroidCos	standardDistance	relativeDistance	determinantDistanceMatrix	moransI	gearysC	getissG	consistencyErrors	semanticErrors	sumErrors	score
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous
																																																																																																										class
754.0	616.0	134.0	0.5272727272727272	0.11515151515151516	1.0	3.6545454545454548	8.0	0.25	0.125	27.0	16.75	86.0	0.3939393939393939	9.386567164179104	78.71733208955226	6.441007462686567	8.709389552238807	8.0	8.841846274778883	30.92910447761194	56.50427847426154	1.3265306122448979	0.6417910447761194	7.4292684599996965	422.36763831052946	94.86473880597013	0.44029850746268656	2.5052184341859443	0.5277777777777778	5.75	0.19402985074626866	7.0	2.0	14.0	0.0	0.0	12.0	8.0	0.0	0.0	0.0	2.0	34.0	1.0	4.0	0.0	0.0	0.0	11.0	9.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	9.0	6.0	5.0	0.0	1.0	0.0	0.0	3.0	8.0	1.0	1.0	2.0	0.9773906469345093	6.0	1.0325020040194346	1.6009858122497895	1.3237021557156425	1.936729342106653	0.6834729700928691	0.1280444621394786	0.07104601615277284	0.16835108001613475	0.4220110506327836	1.8084887123418592	2.3493961882997607	0.17097038825788777	0.3082739963986054	7.963430493513874	1.5049469049132909	0.2857142857142857	1.1872305428565626	0.9706637647420732	1.3590730627962557	0.7142101416865396	0.0762255977240242	0.04760930713266798	0.1122467359828917	0.4241486998777803	1.196540038359807	0.880408926243886	289.9741771796639	0.061267746289571136	0.7771205139160157	0.6070191953486173	0	0	0	2
905.0	739.0	168.0	0.5026737967914439	0.12834224598930483	2.0	3.8502673796791442	7.0	0.0	0.2857142857142857	21.0	24.0	104.0	0.45989304812834225	13.647619047619049	67.15714285714289	9.854523809523812	8.022495238095239	11.0	10.914260884657427	38.285714285714285	57.270407300962354	1.1639344262295082	0.6190476190476191	8.023774198028779	382.0	94.05654761904763	0.4166666666666667	2.1602468994692865	0.5833333333333334	7.571428571428571	0.16071428571428573	6.0	0.0	11.0	0.0	0.0	18.0	15.0	1.0	0.0	0.0	2.0	38.0	3.0	1.0	0.0	0.0	0.0	11.0	11.0	11.0	1.0	0.0	0.0	0.0	8.0	0.0	13.0	6.0	2.0	1.0	2.0	3.0	0.0	0.0	6.0	1.0	0.0	2.0	4.0	0.9857204556465149	6.0	1.0413260123108756	1.589135170785349	1.14858790588566	1.9489094417116222	0.5893490386484644	0.11122272289119407	0.0658662258622934	0.16318311102541783	0.4036338408331602	1.8643832805830276	2.423261490141347	0.1575394341345589	0.27587436312751945	8.15088984314721	1.4408873701984868	0.5	1.2373467448902074	1.0100563985416982	1.531692183401277	0.6594382405861509	0.07157639095250483	0.05296398345293174	0.1290345176903297	0.4104636836791234	1.246979879686524	0.8141191308719097	-691.6280822039489	0.09438715616861978	0.7671661376953125	1.267049087404259	1	0	1	2
652.0	544.0	119.0	0.47794117647058826	0.13970588235294118	4.0	3.9191176470588234	6.0	0.0	0.0	20.0	19.833333333333332	84.0	0.40441176470588236	11.29467787114846	66.55794817927172	8.902983193277311	8.73359467787115	9.0	9.2995712137729	35.79971988795518	67.93600164272321	2.193548387096774	0.7058823529411765	7.700267375036975	381.3491427655824	115.20000000000005	0.5126050420168067	2.2000763928677074	0.5833333333333334	5.833333333333333	0.16806722689075632	4.0	0.0	19.0	0.0	0.0	13.0	7.0	1.0	0.0	0.0	0.0	38.0	2.0	8.0	0.0	0.0	2.0	2.0	2.0	6.0	1.0	0.0	1.0	0.0	4.0	0.0	4.0	9.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	10.0	1.0	10.0	3.0	0.9809010624885559	6.0	1.0285868400593658	1.4006272345790565	1.0386781885038971	1.7672010399755886	0.5877532691573365	0.10603706699616593	0.05590165375250877	0.14127987880682213	0.3956802215901207	1.6404803404929205	2.4182284775437153	0.14375399513190298	0.2709883213763995	6.448072840353436	1.3162073569303783	0.5	1.0564158168713025	0.8250427333544514	1.5909700415229835	0.5185784218568095	0.061958062840078654	0.03574772558985595	0.10358231783646188	0.34511416945018814	1.0855807809383644	0.6823389215863699	-75.33985599833552	-0.00790216588973999	0.7826430257161459	10.292341420357486	0	0	0	3
396.0	326.0	75.0	0.4523809523809524	0.07142857142857142	3.0	3.869047619047619	3.0	0.0	0.3333333333333333	46.0	25.0	46.0	0.5357142857142857	11.066666666666668	68.66000000000003	9.893333333333334	9.929300000000001	11.0	7.793537801064561	33.0	40.252161156835975	1.391304347826087	0.6133333333333333	5.3116224765445565	886.9659275283938	40.8606896551724	0.37333333333333335	1.8475208614068022	0.5833333333333334	4.25	0.21333333333333335	7.0	0.0	9.0	0.0	0.0	7.0	5.0	0.0	0.0	0.0	2.0	15.0	4.0	1.0	0.0	0.0	3.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	3.0	2.0	1.0	1.0	3.0	0.0	0.0	2.0	4.0	2.0	0.0	2.0	0.9703127145767212	6.0	1.0084988568321132	1.235536319415007	1.0899314773996964	1.381141161430318	0.7891528453695181	0.10250641637120023	0.07697981278380917	0.1280330199585913	0.6012496839386132	1.3415756727611798	1.5536543794535247	0.12383539310577966	0.16649334657493842	4.1118933701811775	1.1870013720765702	0.6666666666666666	0.7750175307795811	0.6478306660870872	0.9101181462166752	0.7118094159314298	0.04218981867971028	0.026246525606939075	0.06076138303168188	0.43196063514969285	0.7823997175736233	0.8596682823151075	4.6775848369513175	-0.4408106994628906	0.9408107503255209	0.9750932403009978	0	0	0	1
685.0	559.0	128.0	0.5106382978723404	0.14184397163120568	3.0	3.900709219858156	8.0	0.0	0.0	22.0	16.0	72.0	0.5106382978723404	10.4625	69.6434375	7.520312499999999	6.8972875	7.0	10.411451182825502	31.625	43.29775386629951	1.1041666666666667	0.5625	6.363961030678928	743.9446366782007	50.986607142857146	0.359375	1.590990257669732	0.5	6.625	0.1796875	8.0	0.0	9.0	0.0	0.0	15.0	11.0	0.0	0.0	0.0	0.0	29.0	1.0	1.0	0.0	1.0	0.0	9.0	9.0	7.0	0.0	0.0	2.0	0.0	5.0	0.0	4.0	10.0	1.0	1.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	2.0	2.0	0.9851869344711304	6.0	1.0466482741108503	1.447325330541643	1.3297803814843046	1.5642586092595052	0.85010264518461	0.09423551501366956	0.07664407430906872	0.10633332576106413	0.7207907188127594	1.7320507191579608	2.21721390573849	0.13624508879170136	0.20948412942660022	6.907950246486124	1.410079439368691	0.6666666666666666	1.1182762723055317	0.8190239680974583	1.440888705096086	0.5684158430840371	0.05849494850402257	0.03296768425009999	0.08541854595274456	0.3859546411424335	1.133412099419893	0.7866062453521964	-109.99164422537643	0.028400840759277343	0.7583510335286459	0.5247559192134472	2	0	2	3
817.0	668.0	151.0	0.4759036144578313	0.12650602409638553	4.0	3.9216867469879517	6.0	0.0	0.3333333333333333	11.0	25.166666666666668	95.0	0.46987951807228917	12.98057395143488	59.71334988962475	11.182615894039738	6.871587858719646	11.0	12.161744961471694	39.07395143487859	56.79397208016969	1.5714285714285714	0.6291390728476821	7.7309903583260144	458.8817775630962	88.58502838221382	0.4370860927152318	1.302061534033855	0.5833333333333334	6.666666666666667	0.1456953642384106	10.0	0.0	20.0	0.0	0.0	17.0	17.0	0.0	1.0	0.0	2.0	41.0	1.0	3.0	0.0	0.0	0.0	5.0	7.0	7.0	1.0	0.0	1.0	0.0	2.0	0.0	7.0	4.0	2.0	0.0	5.0	4.0	0.0	0.0	1.0	1.0	0.0	6.0	4.0	0.9875519871711731	6.0	1.0346412710645854	1.5325145497177248	1.397677500031815	1.6544188503397168	0.8448147817856506	0.08258406779015942	0.0702180929067654	0.10367230163613605	0.6773081314738569	1.6787889451342606	1.9971921758193723	0.09972991797396331	0.14140304665214276	7.558202453462331	1.4283660036099692	0.5714285714285714	1.1037529092521459	1.0372346361145	1.1610818264753604	0.8933346577847856	0.043706163476769144	0.036590297177021225	0.048436071491529065	0.7554348660051934	1.1046958813568062	0.9514366486253505	183.7429263243486	0.0048300138447019796	0.8512892659505208	0.3884158073051653	3	1	4	3
1005.0	836.0	181.0	0.5165876777251185	0.15639810426540285	3.0	3.881516587677725	8.0	0.0	0.0	19.0	22.625	103.0	0.43601895734597157	13.027900552486187	65.61758632596687	9.727672651933705	9.120578453038673	11.0	11.45678717892309	40.857044198895025	50.48991931303528	1.8666666666666667	0.569060773480663	7.655929706345813	615.234375	79.27819096189262	0.3259668508287293	2.3042118533662155	0.6666666666666666	4.277777777777778	0.10497237569060773	10.0	3.0	23.0	0.0	0.0	25.0	16.0	0.0	1.0	0.0	4.0	54.0	0.0	2.0	0.0	0.0	6.0	7.0	7.0	9.0	1.0	2.0	0.0	0.0	1.0	0.0	6.0	6.0	1.0	1.0	2.0	3.0	1.0	0.0	4.0	6.0	0.0	9.0	3.0	0.9840440154075623	6.0	1.0365579002789822	1.6474601707686551	1.130927314097417	2.036196653852333	0.5554116356874403	0.13476181806109117	0.0646888263561376	0.2018601769630265	0.32046353733250843	1.8747728772755121	2.63068511780657	0.17886442576588488	0.33463606390338985	8.696484820536165	1.4494141367560276	0.3333333333333333	1.2503883575929384	0.7794341036263662	1.6080368915227246	0.48471158076994364	0.08296745185861659	0.0366515187483204	0.14552938707929952	0.2518496056631424	1.271518918408241	0.7907274625372802	1196.474758715294	0.11615748882293701	0.791572265625	0.31415230217719087	0	0	0	3
1236.0	1025.0	217.0	0.42386831275720166	0.11934156378600823	4.0	4.156378600823046	10.0	0.0	0.2	11.0	21.7	120.0	0.43209876543209874	12.182304147465437	60.05373963133643	10.273921658986179	7.914478986175116	11.0	10.793553405168563	35.06405529953917	51.500350925795445	1.4647887323943662	0.5529953917050692	8.146130799625569	522.4435196195006	83.12033825834958	0.33640552995391704	2.3759548165574573	0.6944444444444444	4.5	0.16129032258064516	13.0	0.0	27.0	0.0	0.0	29.0	11.0	1.0	0.0	0.0	2.0	59.0	4.0	2.0	0.0	1.0	1.0	7.0	11.0	16.0	1.0	0.0	0.0	0.0	2.0	0.0	7.0	12.0	3.0	5.0	4.0	4.0	1.0	0.0	1.0	6.0	0.0	10.0	4.0	0.0	6.0	1.0444194860026343	1.4468919698631058	1.0895001617613564	1.9983963248133005	0.5451872324991103	0.08700164806410615	0.052887559218212754	0.18505296783603842	0.2857968712237702	1.7915457206178893	2.2926572065096167	0.13133029772311638	0.23122016010568736	8.899113786317585	1.341591881631564	0.5454545454545454	1.210045182110309	0.9305185291958051	1.438041368115907	0.6470735472755919	0.0616148447467282	0.030438306444463548	0.09688400969565847	0.3141726538783782	1.2229446040079708	0.850423751835803	2853.4455923014384	0.20037545013427735	0.7009600830078125	0.8309716647779505	0	0	0	4
