numberOfCharacters	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	cosineWithSourceText	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	avgDistanceNeighbouringPointsEuc	minDistanceNeighbouringPointsEuc	maxDistanceNeighbouringPointsEuc	indexDistanceNeighbouringPointsEuc	avgDistanceNeighbouringPointsCos	minDistanceNeighbouringPointsCos	maxDistanceNeighbouringPointsCos	indexDistanceNeighbouringPointsCos	avgDistanceAnyPointsEuc	maxDistanceAnyPointsEuc	avgDistanceAnyPointsCos	maxDistanceAnyPointsCos	clarkEvansNearestNeighbour	avgDistanceNearestNeighbour	cumulativeFrequencyDistribution	avgDistanceCentroidEuc	minDistanceCentroidEuc	maxDistanceCentroidEuc	indexDistanceCentroidEuc	avgDistanceCentroidCos	minDistanceCentroidCos	maxDistanceCentroidCos	indexDistanceCentroidCos	standardDistance	relativeDistance	determinantDistanceMatrix	moransI	gearysC	getissG	score	Selected
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	discrete
																																																																																																							class	meta
1875.0	350.0	346.0	59.0	2.0	3.797530864197531	16.0	3.0	13.0	225.0	116.25	177.0	184.0	12.635714285714286	72.23473214285717	8.618392857142858	8.105071428571428	10.0	10.270032843473604	38.73214285714286	53.20702357497086	1.0820895522388059	0.5057142857142857	9.461047963699823	49.42662215125562	104.7749380677126	106.0	0.14	23.0	6.2631578947368425	71.0	14.0	0.0	20.0	1.0	0.0	54.0	24.0	1.0	0.0	0.0	4.0	67.0	20.0	4.0	0.0	0.0	0.0	28.0	12.0	23.0	0.0	0.0	3.0	0.0	10.0	0.0	21.0	2.0	14.0	5.0	14.0	15.0	0.0	0.0	4.0	13.0	0.0	0.0	0.1559351169778931	3.0	0.16090148827586073	39.0	-0.025698846559912003	0.3949139278874869	0.0	0.7036630886691752	0.0	0.09165680341372053	0.0	0.24757087117772192	0.0	1.0791887010199466	1.3950643413616781	0.6247383312762191	0.9731022582694472	7.0073027125443375	0.29933713662008427	0.5401459854014599	0.7859861106543073	0.6973759845741555	0.8950556369543147	0.7791426094440104	0.38370315388709253	0.2751151135176715	0.530504485837492	0.518591493309157	0.7875139347791142	0.8798491426285612	5.120404346189783e-186	0.5587527776717933	59.63018683995675	0.9021931449194646	8.0	No
2288.0	423.0	389.0	80.0	4.0	3.9872068230277184	20.0	0.0	20.0	48.0	113.45	203.0	199.0	13.471820330969265	64.76775	9.479776595744681	8.941000992907801	10.0	11.979248473330827	40.06252955082742	52.77853318832138	1.3014705882352942	0.4799054373522459	9.870197758024197	44.43461057892545	103.84172039544382	117.0	0.17257683215130024	27.0	6.954545454545454	86.0	18.0	5.0	35.0	0.0	1.0	59.0	23.0	1.0	1.0	0.0	15.0	69.0	43.0	6.0	0.0	0.0	0.0	27.0	8.0	14.0	0.0	1.0	2.0	1.0	8.0	0.0	27.0	7.0	20.0	5.0	21.0	6.0	1.0	0.0	9.0	23.0	0.0	0.0	0.1319221077921726	4.0	0.15824041286462134	40.0	-0.03546827162894478	0.46214696821633594	0.0	0.7413863655966908	0.0	0.11809839935767034	0.0	0.2748268715463349	0.0	1.1114239209580892	1.3886903117359355	0.6511439040030171	0.9642303909546246	9.308374424007434	0.3528330219869969	0.42528735632183906	0.8037145458584797	0.726219325889771	0.9256115678730954	0.7845832432264267	0.4062001159129216	0.3051499207391043	0.5824843174871485	0.5238766290833863	0.8046127625498941	0.8692769088860491	-3.0737840599229154e-107	0.44330889018832653	95.68276558521261	0.9037436102537046	9.0	No
1541.0	283.0	264.0	53.0	3.0	3.9842271293375395	14.0	1.0	13.0	114.0	109.14285714285714	155.0	147.0	12.608682483594146	65.84470848056539	9.097104997476023	9.046937758707724	10.0	12.031772070788634	38.942200908632	55.715124377249275	1.5844155844155845	0.5477031802120141	9.213793623305342	42.980571027586514	105.12263968639577	104.0	0.20141342756183744	26.0	6.117647058823529	53.0	16.0	2.0	27.0	0.0	0.0	32.0	18.0	3.0	2.0	0.0	3.0	51.0	35.0	4.0	0.0	1.0	0.0	11.0	2.0	9.0	1.0	1.0	3.0	0.0	8.0	0.0	12.0	2.0	9.0	0.0	24.0	6.0	0.0	0.0	3.0	9.0	0.0	0.0	0.47518669981128436	3.0	0.17333588280806728	40.0	-0.03609199414059461	0.4517788698724865	0.0	0.8022584581128813	0.0	0.11698246276749058	0.0	0.3218093168068288	0.0	0.9901516800910483	1.3539574584175105	0.5234183878559856	0.9166003996022026	6.905790174959269	0.3402238624123342	0.44660194174757284	0.7149265122906803	0.5666372475937739	0.9102827450627994	0.6224848824907498	0.30598029994462955	0.1638669812890723	0.5295171966633088	0.30946489051094295	0.7199560097221591	0.7909147060372875	-1.4810128315946363e-134	0.4853334106876038	52.096799130543424	0.911052592155229	7.0	No
3165.0	533.0	487.0	131.0	4.0	4.275080906148867	27.0	2.0	25.0	110.0	116.25925925925925	261.0	228.0	14.80061149329442	56.168129386422095	10.329151553053993	10.155471885206033	12.0	12.713608565620067	44.31860190396776	58.29268738908545	1.7333333333333334	0.4896810506566604	11.30516493561188	45.99353215954007	145.19223181768018	172.0	0.24202626641651032	28.0	5.117647058823529	99.0	18.0	0.0	44.0	0.0	1.0	65.0	51.0	3.0	6.0	0.0	14.0	116.0	55.0	24.0	0.0	0.0	2.0	13.0	8.0	27.0	2.0	1.0	1.0	0.0	15.0	0.0	31.0	18.0	5.0	8.0	25.0	12.0	2.0	0.0	4.0	50.0	1.0	0.0	0.13396788340598384	5.0	0.1856909614021674	40.0	-0.012998198980736286	0.45140395094398084	0.0	0.7279049009838743	0.0	0.10978805580974378	0.0	0.26492277243817164	0.0	1.20983504494466	1.4085061091144744	0.7615733054875867	0.9919447297063978	11.976271652300655	0.3664679611690355	0.42696629213483145	0.8707053237238681	0.821905881781147	0.9447920621252399	0.8699330939893064	0.5087983825455223	0.42411656397295816	0.6451080615920973	0.6574349155182743	0.871045906373542	0.921944564621118	-6.62076994999255e-84	0.426807489457121	151.9457367549623	0.910584977493567	10.0	No
2569.0	473.0	441.0	87.0	4.0	3.9867424242424243	30.0	1.0	29.0	72.0	84.66666666666667	207.0	249.0	11.126962649753349	70.10244644115578	7.398323467230444	7.556497068357999	7.0	10.4301	34.15990133897111	48.91950665340562	1.08	0.4376321353065539	9.517870140344248	67.57258483700898	89.90872530162618	119.0	0.13742071881606766	28.0	5.833333333333333	91.0	15.0	5.0	54.0	1.0	0.0	44.0	25.0	8.0	1.0	0.0	24.0	72.0	43.0	3.0	0.0	0.0	0.0	23.0	4.0	30.0	2.0	0.0	2.0	1.0	21.0	0.0	40.0	3.0	6.0	2.0	24.0	16.0	3.0	0.0	5.0	13.0	0.0	0.0	0.17433481632655487	4.0	0.19296311648154135	40.0	-0.023037071853348356	0.4157549965830431	0.0	0.7710759655646019	0.0	0.09903822377292291	0.0	0.29727907233569184	0.0	1.1562776460108186	1.4142135623730956	0.7096019916659317	1.0	8.948068790895626	0.311720747038473	0.44660194174757284	0.8386403325715087	0.7374504015174494	0.9904115861348469	0.7445898370347253	0.4579274234970709	0.30820187553407463	0.711360081831506	0.43325719759332215	0.8403316736881193	0.8484671276590923	2.2021007480741044e-205	0.4094588340710923	120.43031402739172	0.9404731240990342	8.0	No
1276.0	248.0	240.0	36.0	3.0	3.7355072463768115	15.0	3.0	12.0	53.0	84.13333333333334	135.0	137.0	10.323010752688173	76.79882795698929	6.654774193548388	7.19433559139785	6.0	10.047579312681364	31.049462365591403	52.692531437018836	0.9247311827956989	0.5443548387096774	8.57250857251286	52.460789616008654	89.74628889523264	85.0	0.14919354838709678	24.0	5.176470588235294	52.0	9.0	0.0	23.0	0.0	0.0	27.0	16.0	0.0	1.0	0.0	5.0	45.0	8.0	6.0	0.0	4.0	0.0	19.0	6.0	16.0	0.0	0.0	1.0	0.0	10.0	0.0	15.0	7.0	4.0	5.0	15.0	6.0	2.0	0.0	6.0	17.0	0.0	0.0	0.07864025246956688	4.0	0.09223663136332597	39.0	-0.020806735443893776	0.4289663063634933	0.0	0.796398519217058	0.0	0.11230093184009353	0.0	0.3171253007055611	0.0	1.01967207117272	1.4108953856467308	0.5647298160625543	0.9953128946196187	5.73393426100162	0.32255900308790625	0.4810126582278481	0.7389101320874704	0.5378135545341886	0.931715198447333	0.5772295605249693	0.3348544049444647	0.13314073508612667	0.568270874923199	0.23429097101645485	0.7467136917040014	0.8014398530241543	0.0	0.5550587339549975	34.16435346611381	0.9013121240904165	8.0	No
2808.0	508.0	505.0	85.0	4.0	3.9152542372881354	30.0	3.0	27.0	126.0	92.63333333333334	228.0	253.0	10.395380577427822	68.90947769028874	7.854551181102362	8.54822404199475	8.0	10.504223727775692	33.66561679790026	51.50728012453478	1.16	0.44881889763779526	10.115864207343698	52.63371479587696	107.81271091113608	142.0	0.1594488188976378	26.0	5.903225806451613	87.0	16.0	3.0	42.0	2.0	0.0	66.0	35.0	2.0	0.0	0.0	16.0	105.0	29.0	3.0	0.0	0.0	2.0	30.0	23.0	34.0	1.0	0.0	0.0	0.0	13.0	0.0	32.0	8.0	12.0	3.0	15.0	17.0	2.0	0.0	3.0	10.0	0.0	0.0	0.19877015646585913	5.0	0.15577661859386724	40.0	-0.011867141340199061	0.44094132534286673	0.0	0.7173895071647607	0.0	0.11069603444530861	0.0	0.2573238524950491	0.0	1.1769952044036236	1.40307360187046	0.7240929701702431	0.9843077661328725	10.225572995478204	0.33423330924109484	0.4188034188034188	0.8485031039827995	0.7722449949145683	0.921060717160681	0.8384300627814621	0.4717941270373891	0.35381340211838874	0.5923477742492569	0.5973068820370141	0.8491163381821164	0.9218896456681541	0.0	0.41984982729738046	134.83471940215722	0.9153584427098373	10.0	No
2724.0	509.0	522.0	72.0	1.0	3.776094276094276	39.0	7.0	32.0	64.0	68.87179487179488	215.0	253.0	9.542713213440129	72.75454989673067	6.353831041257369	7.448047911943982	6.0	9.788737146502573	27.196665155407786	48.12086952639672	1.1348314606741574	0.4223968565815324	9.52970745432563	67.77287684660085	91.74201114630527	121.0	0.12573673870333987	25.0	5.1	111.0	19.0	2.0	39.0	0.0	0.0	57.0	39.0	4.0	0.0	0.0	5.0	103.0	37.0	5.0	0.0	0.0	0.0	33.0	7.0	22.0	3.0	2.0	1.0	0.0	24.0	0.0	35.0	7.0	10.0	6.0	40.0	13.0	0.0	0.0	5.0	12.0	0.0	0.0	0.3714207552730553	4.0	0.4097920077524012	40.0	-0.01597559145035682	0.41688283802943055	0.0	0.7097416820963756	0.0	0.0960614889024793	0.0	0.25186662765249634	0.0	1.1386312207945142	1.4070404332535953	0.6853692199617263	0.9898813904052318	9.754849374287097	0.3237260465430373	0.43171806167400884	0.825682767649637	0.7630038472307554	0.8864803720816026	0.8607114960019884	0.4363955041846245	0.3475254701877898	0.5282129741992211	0.6579267968846159	0.8260447762056828	0.9318252295490682	1.8343050040902353e-100	0.42013757288753856	130.67831310217255	0.9089298041328109	10.0	No
